questionId,subject,unit,subunit,difficulty,mode,question,answer,choices,explanation,status,answerGroup,relatedQuestionIds,tags,svgAreaId,mapId,answerAlias,mapSelectionType,svgAreaIds
geo_pref_027,japan_geo,都道府県,全国（47都道府県）,1,map_click,大阪府を選べ,大阪府,,県ではなく府である近畿地方の中心,active,,,,osaka,japan_full_pref,大阪|おおさか,single,
geo_pref_028,japan_geo,都道府県,全国（47都道府県）,1,map_click,兵庫県を選べ,兵庫県,,県庁所在地は神戸市,active,,,,hyogo,japan_full_pref,,single,
geo_pref_029,japan_geo,都道府県,全国（47都道府県）,1,map_click,奈良県を選べ,奈良県,,大仏で有名な県,active,,,,nara,japan_full_pref,,single,
geo_pref_030,japan_geo,都道府県,全国（47都道府県）,1,map_click,和歌山県を選べ,和歌山県,,紀伊半島南部の県,active,,,,wakayama,japan_full_pref,,single,
geo_pref_031,japan_geo,都道府県,全国（47都道府県）,1,map_click,鳥取県を選べ,鳥取県,,鳥取砂丘で有名な県,active,,,,tottori,japan_full_pref,,single,
geo_pref_032,japan_geo,都道府県,全国（47都道府県）,1,map_click,島根県を選べ,島根県,,出雲大社で有名な県,active,,,,shimane,japan_full_pref,,single,
geo_pref_033,japan_geo,都道府県,全国（47都道府県）,1,map_click,岡山県を選べ,岡山県,,桃太郎伝説で有名な県,active,,,,okayama,japan_full_pref,,single,
geo_pref_034,japan_geo,都道府県,全国（47都道府県）,1,map_click,広島県を選べ,広島県,,厳島神社で有名な県,active,,,,hiroshima,japan_full_pref,,single,
geo_pref_035,japan_geo,都道府県,全国（47都道府県）,1,map_click,山口県を選べ,山口県,,本州最西端の県,active,,,,yamaguchi,japan_full_pref,,single,
geo_pref_036,japan_geo,都道府県,全国（47都道府県）,1,map_click,徳島県を選べ,徳島県,,阿波おどりで有名な県,active,,,,tokushima,japan_full_pref,,single,
geo_pref_037,japan_geo,都道府県,全国（47都道府県）,1,map_click,香川県を選べ,香川県,,うどんで有名な県,active,,,,kagawa,japan_full_pref,,single,
geo_pref_038,japan_geo,都道府県,全国（47都道府県）,1,map_click,愛媛県を選べ,愛媛県,,みかんで有名な県,active,,,,ehime,japan_full_pref,,single,
geo_pref_039,japan_geo,都道府県,全国（47都道府県）,1,map_click,高知県を選べ,高知県,,四国南部の県,active,,,,kochi,japan_full_pref,,single,
geo_pref_040,japan_geo,都道府県,全国（47都道府県）,1,map_click,福岡県を選べ,福岡県,,大企業の支社があり九州で一番栄えてる,active,,,,fukuoka,japan_full_pref,,single,
geo_pref_041,japan_geo,都道府県,全国（47都道府県）,1,map_click,佐賀県を選べ,佐賀県,,有田焼、九州で唯一米多く作る,active,,,,saga,japan_full_pref,,single,
geo_pref_042,japan_geo,都道府県,全国（47都道府県）,1,map_click,長崎県を選べ,長崎県,,リアス海岸、干潟で有名,active,,,,nagasaki,japan_full_pref,,single,
geo_pref_043,japan_geo,都道府県,全国（47都道府県）,1,map_click,熊本県を選べ,熊本県,,阿蘇山のカルデラ湖で有名,active,,,,kumamoto,japan_full_pref,,single,
geo_pref_044,japan_geo,都道府県,全国（47都道府県）,1,map_click,大分県を選べ,大分県,,別府温泉で有名な県,active,,,,oita,japan_full_pref,,single,
geo_pref_045,japan_geo,都道府県,全国（47都道府県）,1,map_click,宮崎県を選べ,宮崎県,,マンゴー、地鶏で有名,active,,,,miyazaki,japan_full_pref,,single,
geo_pref_046,japan_geo,都道府県,全国（47都道府県）,1,map_click,鹿児島県を選べ,鹿児島県,,桜島の火山、シラス台地で有名,active,,,,kagoshima,japan_full_pref,,single,
geo_pref_047,japan_geo,都道府県,全国（47都道府県）,1,map_click,沖縄県を選べ,沖縄県,,台風が多い,active,,,,okinawa,japan_full_pref,,single,
geo_hokkaido_tohoku_001,japan_geo,都道府県,北海道・東北,1,map_click,北海道を選べ,北海道,,日本で最も面積が大きい都道府県,active,,,,hokkaido,japan_hokkaido_tohoku_pref,,single,
geo_hokkaido_tohoku_002,japan_geo,都道府県,北海道・東北,1,map_click,青森県を選べ,青森県,,本州最北端の県,active,,,,aomori,japan_hokkaido_tohoku_pref,,single,
geo_hokkaido_tohoku_003,japan_geo,都道府県,北海道・東北,1,map_click,岩手県を選べ,岩手県,,面積が広い東北地方の県,active,,,,iwate,japan_hokkaido_tohoku_pref,,single,
geo_hokkaido_tohoku_004,japan_geo,都道府県,北海道・東北,1,map_click,宮城県を選べ,宮城県,,県庁所在地は仙台市,active,,,,miyagi,japan_hokkaido_tohoku_pref,,single,
geo_hokkaido_tohoku_005,japan_geo,都道府県,北海道・東北,1,map_click,秋田県を選べ,秋田県,,米どころとして有名な県,active,,,,akita,japan_hokkaido_tohoku_pref,,single,
geo_hokkaido_tohoku_006,japan_geo,都道府県,北海道・東北,1,map_click,山形県を選べ,山形県,,さくらんぼで有名な県,active,,,,yamagata,japan_hokkaido_tohoku_pref,,single,
geo_hokkaido_tohoku_007,japan_geo,都道府県,北海道・東北,1,map_click,福島県を選べ,福島県,,東北地方南部の県,active,,,,fukushima,japan_hokkaido_tohoku_pref,,single,
geo_kanto_001,japan_geo,都道府県,関東,1,map_click,茨城県を選べ,茨城県,,県庁所在地は水戸市,active,,,,ibaraki,japan_kanto_pref,,single,
geo_kanto_002,japan_geo,都道府県,関東,1,map_click,栃木県を選べ,栃木県,,日光で有名な県,active,,,,tochigi,japan_kanto_pref,,single,
geo_kanto_003,japan_geo,都道府県,関東,1,map_click,群馬県を選べ,群馬県,,草津温泉で有名な県,active,,,,gunma,japan_kanto_pref,,single,
geo_kanto_004,japan_geo,都道府県,関東,1,map_click,埼玉県を選べ,埼玉県,,海に面していない関東地方の県,active,,,,saitama,japan_kanto_pref,,single,
geo_kanto_005,japan_geo,都道府県,関東,1,map_click,千葉県を選べ,千葉県,,房総半島がある県,active,,,,chiba,japan_kanto_pref,,single,
geo_kanto_006,japan_geo,都道府県,関東,1,map_click,東京都を選べ,東京都,,日本の首都,active,,,,tokyo,japan_kanto_pref,東京|とうきょう,single,
geo_kanto_007,japan_geo,都道府県,関東,1,map_click,神奈川県を選べ,神奈川県,,県庁所在地は横浜市,active,,,,kanagawa,japan_kanto_pref,かながわ,single,
geo_chubu_001,japan_geo,都道府県,中部,1,map_click,新潟県を選べ,新潟県,,日本海に面する米どころの県,active,,,,niigata,japan_chubu_pref,,single,
geo_chubu_002,japan_geo,都道府県,中部,1,map_click,富山県を選べ,富山県,,富山湾で有名な県,active,,,,toyama,japan_chubu_pref,,single,
geo_chubu_003,japan_geo,都道府県,中部,1,map_click,石川県を選べ,石川県,,県庁所在地は金沢市,active,,,,ishikawa,japan_chubu_pref,,single,
geo_chubu_004,japan_geo,都道府県,中部,1,map_click,福井県を選べ,福井県,,東尋坊で有名な県,active,,,,fukui,japan_chubu_pref,,single,
geo_chubu_005,japan_geo,都道府県,中部,1,map_click,山梨県を選べ,山梨県,,ぶどうやももで有名な県,active,,,,yamanashi,japan_chubu_pref,,single,
geo_chubu_006,japan_geo,都道府県,中部,1,map_click,長野県を選べ,長野県,,日本アルプスがある内陸県,active,,,,nagano,japan_chubu_pref,,single,
geo_chubu_007,japan_geo,都道府県,中部,1,map_click,岐阜県を選べ,岐阜県,,白川郷で有名な県,active,,,,gifu,japan_chubu_pref,,single,
geo_chubu_008,japan_geo,都道府県,中部,1,map_click,静岡県を選べ,静岡県,,お茶の生産で有名な県,active,,,,shizuoka,japan_chubu_pref,,single,
geo_chubu_009,japan_geo,都道府県,中部,1,map_click,愛知県を選べ,愛知県,,県庁所在地は名古屋市,active,,,,aichi,japan_chubu_pref,,single,
geo_kinki_001,japan_geo,都道府県,近畿,1,map_click,三重県を選べ,三重県,,伊勢神宮で有名な県,active,,,,mie,japan_kinki_pref,,single,
geo_kinki_002,japan_geo,都道府県,近畿,1,map_click,滋賀県を選べ,滋賀県,,琵琶湖がある県,active,,,,shiga,japan_kinki_pref,,single,
geo_kinki_003,japan_geo,都道府県,近畿,1,map_click,京都府を選べ,京都府,,歴史的な寺社が多い府,active,,,,kyoto,japan_kinki_pref,京都|きょうと,single,
geo_kinki_004,japan_geo,都道府県,近畿,1,map_click,大阪府を選べ,大阪府,,県ではなく府である近畿地方の中心,active,,,,osaka,japan_kinki_pref,大阪|おおさか,single,
geo_kinki_005,japan_geo,都道府県,近畿,1,map_click,兵庫県を選べ,兵庫県,,県庁所在地は神戸市,active,,,,hyogo,japan_kinki_pref,,single,
geo_kinki_006,japan_geo,都道府県,近畿,1,map_click,奈良県を選べ,奈良県,,大仏で有名な県,active,,,,nara,japan_kinki_pref,,single,
geo_kinki_007,japan_geo,都道府県,近畿,1,map_click,和歌山県を選べ,和歌山県,,紀伊半島南部の県,active,,,,wakayama,japan_kinki_pref,,single,
geo_chugoku_shikoku_001,japan_geo,都道府県,中国・四国,1,map_click,鳥取県を選べ,鳥取県,,鳥取砂丘で有名な県,active,,,,tottori,japan_chugoku_shikoku_pref,,single,
geo_chugoku_shikoku_002,japan_geo,都道府県,中国・四国,1,map_click,島根県を選べ,島根県,,出雲大社で有名な県,active,,,,shimane,japan_chugoku_shikoku_pref,,single,
geo_chugoku_shikoku_003,japan_geo,都道府県,中国・四国,1,map_click,岡山県を選べ,岡山県,,桃太郎伝説で有名な県,active,,,,okayama,japan_chugoku_shikoku_pref,,single,
geo_chugoku_shikoku_004,japan_geo,都道府県,中国・四国,1,map_click,広島県を選べ,広島県,,厳島神社で有名な県,active,,,,hiroshima,japan_chugoku_shikoku_pref,,single,
geo_chugoku_shikoku_005,japan_geo,都道府県,中国・四国,1,map_click,山口県を選べ,山口県,,本州最西端の県,active,,,,yamaguchi,japan_chugoku_shikoku_pref,,single,
geo_chugoku_shikoku_006,japan_geo,都道府県,中国・四国,1,map_click,徳島県を選べ,徳島県,,阿波おどりで有名な県,active,,,,tokushima,japan_chugoku_shikoku_pref,,single,
geo_chugoku_shikoku_007,japan_geo,都道府県,中国・四国,1,map_click,香川県を選べ,香川県,,うどんで有名な県,active,,,,kagawa,japan_chugoku_shikoku_pref,,single,
geo_chugoku_shikoku_008,japan_geo,都道府県,中国・四国,1,map_click,愛媛県を選べ,愛媛県,,みかんで有名な県,active,,,,ehime,japan_chugoku_shikoku_pref,,single,
geo_chugoku_shikoku_009,japan_geo,都道府県,中国・四国,1,map_click,高知県を選べ,高知県,,四国南部の県,active,,,,kochi,japan_chugoku_shikoku_pref,,single,
geo_kyushu_okinawa_001,japan_geo,都道府県,九州・沖縄,1,map_click,福岡県を選べ,福岡県,,九州地方北部の県,active,,,,fukuoka,japan_kyushu_pref,,single,
geo_kyushu_okinawa_002,japan_geo,都道府県,九州・沖縄,1,map_click,佐賀県を選べ,佐賀県,,有田焼で有名な県,active,,,,saga,japan_kyushu_pref,,single,
geo_kyushu_okinawa_003,japan_geo,都道府県,九州・沖縄,1,map_click,長崎県を選べ,長崎県,,多くの島をもつ県,active,,,,nagasaki,japan_kyushu_pref,,single,
geo_kyushu_okinawa_004,japan_geo,都道府県,九州・沖縄,1,map_click,熊本県を選べ,熊本県,,熊本城で有名な県,active,,,,kumamoto,japan_kyushu_pref,,single,
geo_kyushu_okinawa_005,japan_geo,都道府県,九州・沖縄,1,map_click,大分県を選べ,大分県,,別府温泉で有名な県,active,,,,oita,japan_kyushu_pref,,single,
geo_kyushu_okinawa_006,japan_geo,都道府県,九州・沖縄,1,map_click,宮崎県を選べ,宮崎県,,日向灘に面する県,active,,,,miyazaki,japan_kyushu_pref,,single,
geo_kyushu_okinawa_007,japan_geo,都道府県,九州・沖縄,1,map_click,鹿児島県を選べ,鹿児島県,,桜島で有名な県,active,,,,kagoshima,japan_kyushu_pref,,single,
geo_kyushu_okinawa_008,japan_geo,都道府県,九州・沖縄,1,map_click,沖縄県を選べ,沖縄県,,日本最南端の都道府県,active,,,,okinawa,japan_kyushu_pref,,single,
geo_river_001,japan_geo,地形,河川,1,map_click,日本で最も長い河川で長野県から新潟県を通って日本海に注ぐ河川を選べ,信濃川,,信濃川は日本で最も長い河川,active,river_shinano,,river,shinano,japan_rivers_main,,single,
geo_river_002,japan_geo,地形,河川,1,map_click,流域面積が日本最大の河川で関東平野を流れ茨城県と千葉県の県境から太平洋へ流れる河川を選べ,利根川,,利根川は流域面積が日本最大の河川,active,river_tone,,river,tone,japan_rivers_main,,single,
geo_river_003,japan_geo,地形,河川,1,map_click,関東地方を流れ太平洋に注ぐ日本有数の大河川を選べ,利根川,,流域面積が日本最大の河川です,active,river_tone,,river,tone,japan_rivers_main,,single,
geo_river_004,japan_geo,地形,河川,2,map_click,流域面積が日本最大の河川を選べ,利根川,,日本最大の流域面積を持つ河川です,active,river_tone,,river,tone,japan_rivers_main,,single,
geo_river_005,japan_geo,地形,河川,2,map_click,群馬県から千葉県と茨城県の県境を通り太平洋に流れる河川を選べ,利根川,,関東平野を横断する重要な河川です,active,river_tone,,river,tone,japan_rivers_main,,single,
geo_river_006,japan_geo,地形,河川,1,map_click,日本で最も長い河川を選べ,信濃川,,日本最長の河川です,active,river_shinano,,river,shinano,japan_rivers_main,,single,
geo_river_007,japan_geo,地形,河川,2,map_click,長野県から新潟県へ流れ日本海に注ぐ河川を選べ,信濃川,,日本海側へ流れる代表的な河川です,active,river_shinano,,river,shinano,japan_rivers_main,,single,
geo_river_008,japan_geo,地形,河川,1,map_click,日本一の長さを誇る河川を選べ,信濃川,,長さ約367kmで日本最長です,active,river_shinano,,river,shinano,japan_rivers_main,,single,
geo_river_009,japan_geo,地形,河川,2,map_click,関東平野を流れる大河川を選べ,利根川,,関東地方の代表的な河川です,active,river_tone,,river,tone,japan_rivers_main,,single,
geo_river_010,japan_geo,地形,河川,3,map_click,新潟平野を形成した河川を選べ,信濃川,,堆積作用により新潟平野を形成しました,active,river_shinano,,river,shinano,japan_rivers_main,,single,
geo_mountain_001,japan_geo,地形,山脈,1,map_click,奥羽山脈を選べ,奥羽山脈,,東北地方を南北に走る山脈,active,,,,ouu,japan_mountains_main,,single,
geo_mountain_002,japan_geo,地形,山脈,1,map_click,飛騨山脈を選べ,飛騨山脈,,北アルプスとも呼ばれる,active,,,,hida,japan_mountains_main,,single,
geo_mountain_003,japan_geo,地形,山脈,1,map_click,木曽山脈を選べ,木曽山脈,,中央アルプスとも呼ばれる,active,,,,kiso,japan_mountains_main,,single,
geo_mountain_004,japan_geo,地形,山脈,1,map_click,赤石山脈を選べ,赤石山脈,,南アルプスとも呼ばれる,active,,,,akaishi,japan_mountains_main,,single,
geo_mountain_005,japan_geo,地形,山脈,1,map_click,中国山地を選べ,中国山地,,中国地方の中央部を東西にのびる,active,,,,chugoku,japan_mountains_main,,single,
geo_mountain_006,japan_geo,地形,山脈,1,map_click,四国山地を選べ,四国山地,,四国を東西にのびる山地,active,,,,shikoku,japan_mountains_main,,single,
geo_mountain_007,japan_geo,地形,山脈,1,map_click,九州山地を選べ,九州山地,,九州の中央部に広がる山地,active,,,,kyushu,japan_mountains_main,,single,
geo_landform_coast_001,japan_geo,地形,海岸,1,map_click,リアス海岸が見られる海岸をすべてクリックしなさい,リアス海岸,,緑で表示された場所はすべてリアス海岸です。代表的なリアス海岸がこの6個です。場所を覚えておきましょう。,active,,,,,japan_coast,,multiple,rias_01|rias_02|rias_03|rias_04|rias_05|rias_06
geo_jp_landform_coast_peninsula_001,japan_geo,地形,半島,1,map_click,半島をすべてクリックしなさい,海に飛びてている部分はすべて半島です,,緑で表示された場所はすべて半島です。代表的な半島がこの14個です。場所を覚えておきましょう。,active,,,,,japan_peninsula,,multiple,peninsula_01|peninsula_02|peninsula_03|peninsula_04|peninsula_05|peninsula_06|peninsula_07|peninsula_08|peninsula_09|peninsula_10|peninsula_11|peninsula_12|peninsula_13|peninsula_14
