questionId,subject,unit,subunit,difficulty,mode,question,answer,choices,explanation,status,answerGroup,relatedQuestionIds,tags,svgAreaId,mapId,answerAlias,mapSelectionType,svgAreaIds
geo_world_country_040,world_geo,国名,全世界,1,map_click,ニュージーランドを選べ,ニュージーランド,,オセアニアの島国,active,,,,NZ,world_countries_edu,,single,
geo_world_country_041,world_geo,国名,全世界,1,map_click,米国を選べ,米国＝アメリカ,,北アメリカの大国,active,,,,US,world_countries_edu,,single,
geo_world_country_042,world_geo,国名,全世界,1,map_click,英国を選べ,英国＝イギリス,,ヨーロッパの島国。英国だから英語を使うよ,active,,,,GB,world_countries_edu,,single,
geo_asia_country_001,world_geo,国名,アジア,1,map_click,中国を選べ,中国,,東アジアの大国。,active,,,,CN,asia_countries_edu,,single,CN
geo_asia_country_002,world_geo,国名,アジア,1,map_click,韓国を選べ,韓国,,朝鮮半島南部の国。,active,,,,KR,asia_countries_edu,,single,KR
geo_asia_country_003,world_geo,国名,アジア,1,map_click,インドを選べ,インド,,南アジアの大国。,active,,,,IN,asia_countries_edu,,single,IN
geo_asia_country_004,world_geo,国名,アジア,1,map_click,タイを選べ,タイ,,東南アジアの国。,active,,,,TH,asia_countries_edu,,single,TH
geo_asia_country_005,world_geo,国名,アジア,1,map_click,ベトナムを選べ,ベトナム,,東南アジアの国。,active,,,,VN,asia_countries_edu,,single,VN
geo_asia_country_006,world_geo,国名,アジア,1,map_click,カンボジアを選べ,カンボジア,,東南アジアの国。,active,,,,KH,asia_countries_edu,,single,KH
geo_asia_country_007,world_geo,国名,アジア,1,map_click,フィリピンを選べ,フィリピン,,東南アジアの島国。,active,,,,PH,asia_countries_edu,,single,PH
geo_asia_country_008,world_geo,国名,アジア,1,map_click,インドネシアを選べ,インドネシア,,東南アジアの島国。,active,,,,ID,asia_countries_edu,,single,ID
geo_asia_country_009,world_geo,国名,アジア,1,map_click,マレーシアを選べ,マレーシア,,東南アジアの国。,active,,,,MY,asia_countries_edu,,single,MY
geo_asia_country_010,world_geo,国名,アジア,1,map_click,シンガポールを選べ,シンガポール,,東南アジアの都市国家。,active,,,,SG,asia_countries_edu,,single,SG
geo_asia_country_011,world_geo,国名,アジア,1,map_click,サウジアラビアを選べ,サウジアラビア,,アラビア半島の国。,active,,,,SA,asia_countries_edu,,single,SA
geo_europe_country_001,world_geo,国名,ヨーロッパ,1,map_click,ドイツを選べ,ドイツ,,中央ヨーロッパの国。,active,,,,DE,europe_countries_edu,,single,DE
geo_europe_country_002,world_geo,国名,ヨーロッパ,1,map_click,イギリスを選べ,イギリス,,ヨーロッパの島国。,active,,,,GB,europe_countries_edu,,single,GB
geo_europe_country_003,world_geo,国名,ヨーロッパ,1,map_click,フランスを選べ,フランス,,西ヨーロッパの国。,active,,,,FR,europe_countries_edu,,single,FR
geo_europe_country_004,world_geo,国名,ヨーロッパ,1,map_click,イタリアを選べ,イタリア,,地中海に面する国。,active,,,,IT,europe_countries_edu,,single,IT
geo_europe_country_005,world_geo,国名,ヨーロッパ,1,map_click,スペインを選べ,スペイン,,イベリア半島の国。,active,,,,ES,europe_countries_edu,,single,ES
geo_europe_country_006,world_geo,国名,ヨーロッパ,1,map_click,ポルトガルを選べ,ポルトガル,,イベリア半島西部の国。,active,,,,PT,europe_countries_edu,,single,PT
geo_europe_country_007,world_geo,国名,ヨーロッパ,1,map_click,オランダを選べ,オランダ,,低地が広がる国。,active,,,,NL,europe_countries_edu,,single,NL
geo_europe_country_008,world_geo,国名,ヨーロッパ,1,map_click,スイスを選べ,スイス,,アルプス山脈周辺の国。,active,,,,CH,europe_countries_edu,,single,CH
geo_europe_country_009,world_geo,国名,ヨーロッパ,1,map_click,スウェーデンを選べ,スウェーデン,,北ヨーロッパの国。,active,,,,SE,europe_countries_edu,,single,SE
geo_europe_country_010,world_geo,国名,ヨーロッパ,1,map_click,ノルウェーを選べ,ノルウェー,,フィヨルドで有名な国。,active,,,,NO,europe_countries_edu,,single,NO
geo_europe_country_011,world_geo,国名,ヨーロッパ,1,map_click,ロシアを選べ,ロシア,,ユーラシア大陸北部に広がる国。,active,,,,RU,europe_countries_edu,,single,RU
geo_europe_country_012,world_geo,国名,ヨーロッパ,1,map_click,英国を選べ,英国＝イギリス,,ヨーロッパの島国。英国だから英語を使うよ,active,,,,GB,europe_countries_edu,,single,GB
geo_world_river_001,world_geo,地形,河川,1,map_click,ナイル川を選べ,ナイル川,,アフリカ北東部を流れる世界最長級の川。,active,,,,nile,world_rivers_edu,,single,nile
geo_world_river_002,world_geo,地形,河川,1,map_click,アマゾン川を選べ,アマゾン川,,南アメリカ北部を流れる世界最大級の流域面積を持つ川。,active,,,,amazon,world_rivers_edu,,single,amazon
geo_world_mountain_001,world_geo,地形,山脈,1,map_click,アンデス山脈を選べ,アンデス山脈,,南アメリカ西部を南北に連なる山脈。,active,,,,andes,world_mountains_edu,,single,andes
geo_world_mountain_002,world_geo,地形,山脈,1,map_click,ロッキー山脈を選べ,ロッキー山脈,,北アメリカ西部を南北に連なる山脈。,active,,,,rockies,world_mountains_edu,,single,rockies
geo_world_mountain_003,world_geo,地形,山脈,1,map_click,アルプス山脈を選べ,アルプス山脈,,ヨーロッパ中南部に広がる山脈。,active,,,,alps,world_mountains_edu,,single,alps
geo_world_mountain_004,world_geo,地形,山脈,1,map_click,ヒマラヤ山脈を選べ,ヒマラヤ山脈,,世界最高峰エベレストを含む山脈。,active,,,,himalaya,world_mountains_edu,,single,himalaya
geo_world_ocean_001,world_geo,地形,海洋,1,map_click,太平洋を選べ,太平洋,,世界最大の海洋。,active,,,,pacific_ocean,world_seas_edu,,single,pacific_ocean
geo_world_ocean_002,world_geo,地形,海洋,1,map_click,大西洋を選べ,大西洋,,ヨーロッパとアメリカの間に広がる海洋。,active,,,,atlantic_ocean,world_seas_edu,,multiple,atlantic_ocean_west|atlantic_ocean_east
geo_world_ocean_003,world_geo,地形,海洋,1,map_click,インド洋を選べ,インド洋,,アジア南部に広がる海洋。,active,,,,indian_ocean,world_seas_edu,,single,indian_ocean
geo_world_ocean_004,world_geo,地形,海洋,1,map_click,地中海を選べ,地中海,,ヨーロッパ南部とアフリカ北部の間の海。,active,,,,mediterranean_sea,world_seas_edu,,single,mediterranean_sea
geo_world_region_001,world_geo,地形,地域,1,map_click,アフリカ大陸を選べ,アフリカ大陸,,世界で2番目に大きい大陸。,active,,,,africa,world_continents_edu,,single,africa
geo_world_region_002,world_geo,地形,地域,1,map_click,アジアを選べ,アジア,,世界最大の人口を持つ地域。（中東もアジアに含みますが、アプリ側の問題で分けています）,active,,,,asia,world_continents_edu,,single,asia
geo_world_region_003,world_geo,地形,地域,1,map_click,ヨーロッパを選べ,ヨーロッパ,,ユーラシア大陸西部の地域。,active,,,,europe,world_continents_edu,,single,europe
geo_world_region_004,world_geo,地形,地域,1,map_click,南アメリカ大陸を選べ,南アメリカ大陸,,赤道付近から南半球に広がる大陸。,active,,,,south_america,world_continents_edu,,single,south_america
geo_world_region_005,world_geo,地形,地域,1,map_click,北アメリカ大陸を選べ,北アメリカ大陸,,北半球西部に広がる大陸。,active,,,,north_america,world_continents_edu,,single,north_america
geo_world_region_006,world_geo,地形,地域,1,map_click,オセアニアを選べ,オセアニア,,オーストラリアや太平洋諸島を含む地域。,active,,,,oceania,world_continents_edu,,single,oceania
geo_world_region_007,world_geo,地形,地域,1,map_click,豪州を選べ,豪州,,オーストラリア大陸を中心とする地域。,active,,,,oceania,world_continents_edu,,single,australia
geo_world_region_008,world_geo,地形,地域,1,map_click,欧州を選べ,欧州＝ヨーロッパ,,ヨーロッパ地域の総称。,active,,,,europe,world_continents_edu,,single,europe
geo_world_region_009,world_geo,地形,地域,1,map_click,中東を選べ,中東,,西アジアを中心とした石油資源の豊富な地域。（中東もアジアに含みますが、アプリ側の問題で分けています）,active,,,,middle_east,world_continents_edu,,single,middle_east
